2020-04-18 17:20:23+00:00,"no matter what you do for the do nothing democrats, no matter how great a job you are doing, they will only respond to their fake partners in the lamestream media in the negative, even in a time of crisis. i thought it would be different, but it’s not. in fact, it’s even worse...",1
2020-04-18 17:20:49+00:00,"them happy, or even a little bit satisfied. they were rude and nasty. this is their political playbook, and they will use it right up to the election on november 3rd. they will not change because they feel that this is the only way they can win. america will not be fooled!!!",1
2020-04-18 18:22:18+00:00,"the most often used phrase in the lamestream media, by far, is “sources say”, or “officials who spoke on the condition of anonymity”, or anything similar which allows fake news to make up a phony quote from a person who doesn’t even exist. the american people should demand names!",1
2020-04-19 16:36:26+00:00,"just like i was right on ventilators (our country is now the “king of ventilators”, other countries are calling asking for help-we will!), i am right on testing. governors must be able to step up and get the job done. we will be with you all the way!",0
2020-04-19 19:14:26+00:00,".@foxnews “dems say president trump is trying to open the united states economy too quickly”, but, if i took even a little more time, they would loudly chant that i am moving too slowly. just political talking points for them. for me it’s about lives &amp;  the future of our country!",0
2020-04-20 15:37:22+00:00,"last month all you heard from the radical left, do nothing democrats was, “ventilators, ventilators, ventilators.” they screamed it loud &amp; clear, &amp; thought they had us cold, even though it was the state’s task. but everyone got their v’s, with many to spare. now they scream",1
2020-04-21 10:19:15+00:00,"watched the first 5 minutes of poorly rated morning psycho on msdnc just to see if he is as “nuts” as people are saying. he’s worse. such hatred and contempt! i used to do his show all the time before the 2016 election, then cut him off. wasn’t worth the effort, his mind is shot!",1
2020-04-21 10:40:33+00:00,"it is amazing that i became president of the united states with such a totally corrupt and dishonest lamestream media going after me all day, and all night. either i’m really good, far better than the fake news wants to admit, or they don’t have nearly the power as once thought!",1
2020-04-21 10:57:36+00:00,"i’ve had great “ratings” my whole life, there’s nothing unusual about that for me. the white house news conference ratings are “through the roof”(monday night football, bachelor finale , @nytimes) but i don’t care about that. i care about going around the fake news to the people!",0
2020-04-22 14:17:08+00:00,cdc director was totally misquoted by fake news @cnn on covid 19. he will be putting out a statement.,0
2020-04-24 14:40:20+00:00,"i (or @vp) never gave governor brian kemp an ok on those few businesses outside of the guidelines. fake news! spas, beauty salons, tattoo parlors, &amp; barber shops should take a little slower path, but i told the governor to do what is right for the great people of georgia (&amp; usa)!",0
2020-04-24 14:49:41+00:00,"great news! randall stephenson, the ceo of heavily indebted at&amp;t, which owns and presides over fake news @cnn, is leaving, or was forced out. anyone who lets a garbage “network” do and say the things that cnn does, should leave asap. hopefully replacement will be much better!",1
2020-04-18 15:51:25+00:00,"spending the morning speaking to @fema and military relative to coronavirus. also, spoke to leaders of various countries including poland, south korea and bahrain. last night had a very gold conversation with the president of mexico on numerous topics. border is very strong!",0
2020-04-18 16:44:19+00:00,i will be having a white house press conference today at 5:00 p.m. thank you!,0
2020-04-18 17:20:28+00:00,"example! v.p. mike pence held a conference call yesterday with all democrat senators. he gave them everything that they would have wanted to hear in terms of gaining ground on the coronavirus, but nothing that anyone could have said, including “it’s over”, could have made",0
2020-04-19 20:13:28+00:00,white house news conference at 5:45. thank you!,0
2020-04-20 13:58:46+00:00,"congratulations to all of my many friends at the villages in florida on having done so well, and with such great spirit, during these rather unusual times. so proud of everyone! mark morse &amp; gary lester have really stepped up to the plate. hope to see everyone soon.",0
2020-04-20 14:32:12+00:00,"received a very nice call from @govtimwalz of minnesota. we are working closely on getting him all he needs, and fast. good things happening!",0
2020-04-20 15:37:22+00:00,"... “testing, testing, testing,” again playing a very dangerous political game. states, not the federal government, should be doing the testing - but we will work with the governors and get it done. this is easy compared to the fast production of thousands of complex ventilators!",0
2020-04-20 20:19:36+00:00,i will be having a white house press conference today at 5:30 p.m. thank you!,0
2020-04-21 01:57:09+00:00,"tom tiffany (@tomtiffanywi) is a great advocate for the incredible people of wisconsin (wi07). we need tom in congress to help us make america great again! he will fight for small business, supports our incredible farmers, loves our military and our vets",0
2020-04-21 02:02:12+00:00,".@mikegarcia2020 will be a tremendous fighter for the u.s. and the state of california. an annapolis graduate, he served our country as a highly decorated navy fighter pilot and will be a great congressman (#ca25). loves our military, and vets...",0
2020-04-21 02:06:22+00:00,"in light of the attack from the invisible enemy, as well as the need to protect the jobs of our great american citizens, i will be signing an executive order to temporarily suspend immigration into the united states!",0
2020-04-21 11:15:57+00:00,"96% approval rating in the republican party. thank you! this must also mean that, most importantly, we are doing a good (great) job in the handling of the pandemic.",0
2020-04-21 13:33:34+00:00,we will never let the great u.s. oil &amp; gas industry down. i have instructed the secretary of energy and secretary of the treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!,0
2020-04-21 16:49:12+00:00,"i urge the senate and house to pass the paycheck protection program and health care enhancement act with additional funding for ppp, hospitals, and testing. after i sign this bill, we will begin discussions on the next legislative initiative with fiscal relief",0
2020-04-21 16:49:12+00:00,"to state/local governments for lost revenues from covid 19, much needed infrastructure investments for bridges, tunnels, broadband, tax incentives for restaurants, entertainment, sports, and payroll tax cuts to increase economic growth.",0
2020-04-21 19:59:55+00:00,i will be having a white house press conference today at 5:30 p.m. thank you!,0
2020-04-22 11:00:16+00:00,"i will be signing my executive order prohibiting immigration into our country today. in the meantime, even without this order, our southern border, aided substantially by the 170 miles of new border wall &amp; 27,000 mexican soldiers, is very tight - including for human trafficking!",0
2020-04-22 11:03:26+00:00,"happy birthday to the great cindy adams of the new york post. cindy is 90, but looks 39 to me. she is going strong!",0
2020-04-22 11:53:54+00:00,"states are safely coming back. our country is starting to open for business again. special care is, and always will be, given to our beloved seniors (except me!). their lives will be better than ever...we love you all!",0
2020-04-22 12:08:05+00:00,i have instructed the united states navy to shoot down and destroy any and all iranian gunboats if they harass our ships at sea.,0
2020-04-22 20:53:43+00:00,i will be having a white house press conference today at 5:45 p.m. thank you!,0
2020-04-23 20:53:22+00:00,i will be having a white house press conference today at 5:45 p.m. thank you!,0
2020-04-23 23:15:35+00:00,"congressman bill johnson (@johnsonleads) is an incredible fighter for the great state of ohio! he’s a proud veteran and a hard worker who cares for our veterans, supports small business, and is strong on the border and second amendment",0
2020-04-23 23:19:26+00:00,"congressman chris stewart (@stewartforutah) is a tremendous fighter for utah. he served our country in the u.s. air force, and has been a strong supporter of our #maga agenda",0
2020-04-23 23:20:45+00:00,"congressman john curtis (@curtisut) gets things done for utah! john fights for small businesses, will lower your taxes, and will protect your second amendment. he has my complete and total endorsement!",0
2020-04-23 23:21:56+00:00,"utah attorney general sean reyes (@seanreyesut) is a fighter and hard worker for the great state of utah. he is a big supporter of our #maga agenda – strong on crime, the second amendment, and loves our law enforcement",0
2020-04-23 23:21:57+00:00,my co-chair in utah and a really great guy. sean has my complete and total endorsement!,0
2020-04-23 23:34:55+00:00,"congressman bill posey is a tremendous fighter for the great state of florida. he is a big supporter of our #maga agenda – strong on crime, the second amendment, and loves our veterans and law enforcement. bill has my complete and total endorsement!",0
2020-04-23 23:54:54+00:00,"governor @jimjusticewv is a tremendous fighter for the incredible people of west virginia. big jim is strong on life, the second amendment, and building the wall! with governors like jim, america will recover and get back to business. jim has my complete and total endorsement!",0
